student_id,campus,class_year,course_name,training_format,pre_test_score,post_test_score,completion_status,completion_time_days,satisfaction_score,assessment_attempts,training_hours,enrollment_date,completion_date
60223,Community Health Institute,M4,Empathic Communication Quick Course,Gamified Microlearning,56.5,71.4,Completed,4,4.5,2,1.4,2025-05-04,2025-05-08
60223,Community Health Institute,M4,Motivational Interviewing Workshop,Blended,53.4,71.4,Completed,9,4.6,1,2.4,2025-08-17,2025-08-26
60223,Community Health Institute,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,50.4,63.4,Completed,10,4.2,3,3.4,2025-03-04,2025-03-14
60224,Lakeside Medical Center,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,51.8,50.2,Completed,25,2.6,2,6.5,2025-09-21,2025-10-16
60224,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,53.7,64.2,Completed,23,3.9,2,6.7,2025-11-02,2025-11-25
60224,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,49.0,53.2,Completed,15,3.1,2,5.8,2025-10-30,2025-11-14
60224,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,44.2,59.7,Completed,1,4.5,3,1.1,2025-10-12,2025-10-13
60224,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,56.2,67.0,Completed,7,4.7,1,1.9,2025-09-05,2025-09-12
60224,Lakeside Medical Center,M1,Peer Mentorship & Clinical Team Communication,Blended,48.6,,Dropped,,2.7,2,0.7,2025-10-28,
60224,Lakeside Medical Center,M1,Motivational Interviewing Workshop,Blended,50.7,70.6,Completed,4,4.5,1,2.5,2025-11-17,2025-11-21
60224,Lakeside Medical Center,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,66.4,78.6,Completed,3,3.8,1,2.9,2025-08-03,2025-08-06
60225,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,71.3,,Dropped,,2.6,3,1.5,2025-07-23,
60225,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,84.6,97.4,Completed,14,3.7,1,5.9,2025-09-08,2025-09-22
60225,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,69.1,78.5,Completed,13,2.5,1,4.6,2025-03-16,2025-03-29
60225,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,83.8,100.0,Completed,4,3.8,1,1.1,2025-07-05,2025-07-09
60225,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,73.5,98.6,Completed,5,5.0,2,1.5,2025-10-18,2025-10-23
60225,Community Health Institute,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,88.5,100.0,Completed,9,3.8,1,3.2,2025-08-28,2025-09-06
60225,Community Health Institute,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,58.8,,Not Started,,,0,0.0,2025-07-28,
60226,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,56.1,72.6,Completed,28,2.5,1,7.4,2025-10-26,2025-11-23
60226,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,84.4,99.6,Completed,16,3.8,1,6.3,2025-08-15,2025-08-31
60226,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,62.7,68.5,Completed,12,3.8,2,5.8,2025-10-20,2025-11-01
60226,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,53.2,75.1,Completed,3,4.5,1,1.2,2025-07-27,2025-07-30
60226,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,51.3,74.5,Completed,4,5.0,1,1.9,2025-01-14,2025-01-18
60226,Meridian Main Campus,M3,Peer Mentorship & Clinical Team Communication,Blended,68.1,80.5,Completed,24,3.6,2,6.7,2025-02-03,2025-02-27
60226,Meridian Main Campus,M3,Motivational Interviewing Workshop,Blended,66.3,85.4,Completed,7,3.9,1,2.4,2025-06-12,2025-06-19
60226,Meridian Main Campus,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,64.1,82.1,Completed,5,4.0,1,3.8,2025-06-25,2025-06-30
60227,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,68.1,73.6,Completed,23,3.0,2,6.7,2025-05-30,2025-06-22
60227,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.5,62.0,Completed,18,3.4,1,6.3,2025-10-09,2025-10-27
60227,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,58.8,66.6,Completed,21,3.5,2,5.8,2025-02-03,2025-02-24
60227,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,66.5,85.6,Completed,4,4.9,1,1.1,2025-04-30,2025-05-04
60227,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,48.7,68.1,Completed,4,4.8,1,1.8,2025-06-14,2025-06-18
60227,Meridian Main Campus,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,53.0,68.6,Completed,9,4.6,1,2.8,2025-02-21,2025-03-02
60227,Meridian Main Campus,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,85.9,,Not Started,,,0,0.0,2025-09-17,
60227,Meridian Main Campus,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,59.8,79.4,Completed,14,3.1,1,3.2,2025-02-05,2025-02-19
60228,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,57.4,,In Progress,,2.2,1,2.6,2025-05-12,
60228,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.6,,Dropped,,2.4,1,1.4,2025-10-26,
60228,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,55.3,60.2,Completed,15,3.2,1,5.6,2025-08-26,2025-09-10
60228,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,58.4,84.7,Completed,2,4.2,1,1.1,2025-06-30,2025-07-02
60228,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,47.6,65.2,Completed,5,4.7,1,1.8,2025-05-08,2025-05-13
60228,Community Health Institute,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,66.6,75.6,Completed,10,4.6,2,3.1,2025-01-14,2025-01-24
60228,Community Health Institute,M2,Peer Mentorship & Clinical Team Communication,Blended,58.6,66.1,Completed,15,4.3,1,5.6,2025-04-09,2025-04-24
60228,Community Health Institute,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,59.6,76.2,Completed,9,3.4,1,3.3,2025-01-17,2025-01-26
60229,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,61.5,52.4,Completed,21,3.0,2,7.4,2025-11-01,2025-11-22
60229,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.0,57.2,Completed,7,3.9,2,6.3,2025-06-12,2025-06-19
60229,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,61.3,66.1,Completed,12,2.7,2,4.9,2025-09-20,2025-10-02
60229,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,38.0,53.1,Completed,3,4.6,2,1.3,2025-03-11,2025-03-14
60229,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,52.0,67.1,Completed,5,4.3,1,1.4,2025-02-05,2025-02-10
60229,Lakeside Medical Center,M4,Peer Mentorship & Clinical Team Communication,Blended,48.9,63.2,Completed,17,3.9,3,7.0,2025-04-18,2025-05-05
60229,Lakeside Medical Center,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,47.9,68.0,Completed,10,3.6,1,3.1,2025-03-16,2025-03-26
60230,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,75.2,,In Progress,,2.7,1,4.0,2025-01-28,
60230,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,54.2,,Not Started,,,0,0.0,2025-02-18,
60230,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,66.0,,In Progress,,2.9,1,2.6,2025-05-11,
60230,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,71.9,93.8,Completed,4,5.0,1,1.1,2025-08-23,2025-08-27
60230,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,69.5,95.4,Completed,5,4.8,1,1.4,2025-04-03,2025-04-08
60230,Meridian Main Campus,M1,Motivational Interviewing Workshop,Blended,47.6,66.4,Completed,5,4.4,1,2.7,2025-10-16,2025-10-21
60231,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,59.9,,Not Started,,,0,0.0,2025-03-17,
60231,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,73.9,78.6,Completed,22,3.0,2,5.8,2025-02-26,2025-03-20
60231,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,61.2,65.0,Completed,7,2.9,1,4.9,2025-01-31,2025-02-07
60231,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.3,80.3,Completed,2,4.3,1,1.3,2025-01-22,2025-01-24
60231,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,49.6,65.1,Completed,3,4.1,2,1.4,2025-05-16,2025-05-19
60231,University Health Partners,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,67.7,82.6,Completed,6,3.1,1,3.6,2025-03-25,2025-03-31
60231,University Health Partners,M1,Peer Mentorship & Clinical Team Communication,Blended,56.3,76.2,Completed,11,4.0,2,5.5,2025-06-24,2025-07-05
60232,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,58.7,,In Progress,,2.9,3,3.2,2025-05-07,
60232,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,42.9,49.8,Completed,16,3.3,1,5.2,2025-03-27,2025-04-12
60232,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,57.6,64.0,Completed,11,2.8,1,4.3,2025-09-14,2025-09-25
60232,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,47.4,63.3,Completed,3,4.2,3,1.2,2025-06-26,2025-06-29
60232,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,46.1,65.1,Completed,2,4.1,2,1.4,2025-10-09,2025-10-11
60232,University Health Partners,M4,Peer Mentorship & Clinical Team Communication,Blended,40.2,57.2,Completed,20,4.1,3,7.4,2025-11-07,2025-11-27
60233,University Health Partners,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,47.3,50.3,Completed,20,2.6,3,6.3,2025-08-11,2025-08-31
60233,University Health Partners,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.8,,Not Started,,,0,0.0,2025-06-02,
60233,University Health Partners,M3,Trauma-Informed Care & Communication,Digital Workbook,51.8,,Not Started,,,0,0.0,2025-08-31,
60233,University Health Partners,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,46.4,56.9,Completed,2,5.0,3,1.2,2025-05-23,2025-05-25
60233,University Health Partners,M3,Empathic Communication Quick Course,Gamified Microlearning,57.2,81.8,Completed,7,4.6,2,1.6,2025-09-05,2025-09-12
60233,University Health Partners,M3,Motivational Interviewing Workshop,Blended,80.7,97.9,Completed,8,4.5,1,2.2,2025-11-16,2025-11-24
60234,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,43.8,51.7,Completed,7,3.3,2,5.9,2025-05-20,2025-05-27
60234,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,66.7,72.9,Completed,22,3.2,3,6.3,2025-08-04,2025-08-26
60234,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,74.4,77.5,Completed,14,3.6,1,4.3,2025-09-16,2025-09-30
60234,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,69.8,85.4,Completed,2,3.9,1,1.1,2025-06-08,2025-06-10
60234,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,73.6,95.4,Completed,4,4.3,1,1.5,2025-07-07,2025-07-11
60234,Community Health Institute,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,62.2,73.8,Completed,3,3.8,1,3.8,2025-09-03,2025-09-06
60234,Community Health Institute,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,62.2,79.2,Completed,5,3.8,2,3.7,2025-02-19,2025-02-24
60234,Community Health Institute,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,56.7,79.0,Completed,11,3.5,1,2.8,2025-10-27,2025-11-07
60235,Community Health Institute,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.9,61.2,Completed,27,3.6,1,6.0,2025-02-03,2025-03-02
60235,Community Health Institute,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,59.8,69.9,Completed,25,3.0,2,6.0,2025-10-13,2025-11-07
60235,Community Health Institute,M4,Trauma-Informed Care & Communication,Digital Workbook,63.8,58.4,Completed,15,3.4,1,4.9,2025-03-07,2025-03-22
60235,Community Health Institute,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,59.8,70.6,Completed,5,4.3,1,1.2,2025-02-02,2025-02-07
60235,Community Health Institute,M4,Empathic Communication Quick Course,Gamified Microlearning,55.4,75.0,Completed,5,4.9,1,1.5,2025-04-04,2025-04-09
60235,Community Health Institute,M4,Motivational Interviewing Workshop,Blended,59.1,72.0,Completed,9,3.7,2,2.7,2025-07-05,2025-07-14
60235,Community Health Institute,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,41.5,55.9,Completed,9,4.4,1,3.0,2025-05-29,2025-06-07
60235,Community Health Institute,M4,Peer Mentorship & Clinical Team Communication,Blended,54.5,70.1,Completed,26,4.1,1,6.0,2025-09-21,2025-10-17
60236,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,57.4,66.9,Completed,10,2.7,1,7.4,2025-03-18,2025-03-28
60236,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,69.7,,Dropped,,1.9,3,0.8,2025-04-22,
60236,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,64.4,68.8,Completed,6,3.2,3,4.2,2025-06-04,2025-06-10
60236,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,51.1,72.8,Completed,2,3.9,1,1.2,2025-02-03,2025-02-05
60236,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,48.5,65.4,Completed,3,4.9,1,1.4,2025-09-14,2025-09-17
60236,Community Health Institute,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,57.3,71.6,Completed,15,3.9,1,3.6,2025-06-19,2025-07-04
60236,Community Health Institute,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,60.2,,Not Started,,,0,0.0,2025-01-10,
60236,Community Health Institute,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,69.5,73.1,Completed,11,3.9,2,4.8,2025-06-11,2025-06-22
60237,Riverside Teaching Hospital,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,46.1,,Not Started,,,0,0.0,2025-08-23,
60237,Riverside Teaching Hospital,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,53.4,,Dropped,,2.0,1,1.6,2025-03-08,
60237,Riverside Teaching Hospital,M3,Trauma-Informed Care & Communication,Digital Workbook,42.0,52.8,Completed,12,3.6,2,5.4,2025-11-02,2025-11-14
60237,Riverside Teaching Hospital,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,44.9,54.5,Completed,3,4.7,1,1.2,2025-07-25,2025-07-28
60237,Riverside Teaching Hospital,M3,Empathic Communication Quick Course,Gamified Microlearning,41.0,61.9,Completed,4,4.3,1,1.9,2025-01-18,2025-01-22
60237,Riverside Teaching Hospital,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,48.5,63.2,Completed,11,3.5,2,4.8,2025-04-24,2025-05-05
60238,Riverside Teaching Hospital,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,56.0,68.0,Completed,17,2.9,2,5.5,2025-03-25,2025-04-11
60238,Riverside Teaching Hospital,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,36.0,41.8,Completed,27,3.0,2,5.0,2025-11-10,2025-12-07
60238,Riverside Teaching Hospital,M3,Trauma-Informed Care & Communication,Digital Workbook,68.1,73.7,Completed,14,3.7,1,5.2,2025-11-02,2025-11-16
60238,Riverside Teaching Hospital,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,54.3,65.4,Completed,5,5.0,1,1.1,2025-08-10,2025-08-15
60238,Riverside Teaching Hospital,M3,Empathic Communication Quick Course,Gamified Microlearning,46.1,56.9,Completed,5,4.8,2,1.7,2025-11-15,2025-11-20
60238,Riverside Teaching Hospital,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,46.1,68.7,Completed,15,3.4,2,4.3,2025-07-02,2025-07-17
60238,Riverside Teaching Hospital,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,48.5,62.8,Completed,9,4.2,1,3.9,2025-05-18,2025-05-27
60238,Riverside Teaching Hospital,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,59.1,72.7,Completed,8,3.7,1,3.2,2025-06-27,2025-07-05
60239,University Health Partners,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,63.9,,In Progress,,2.3,2,3.5,2025-05-24,
60239,University Health Partners,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,58.8,,Dropped,,2.0,1,0.7,2025-10-24,
60239,University Health Partners,M3,Trauma-Informed Care & Communication,Digital Workbook,47.4,55.5,Completed,14,2.8,2,5.5,2025-07-31,2025-08-14
60239,University Health Partners,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,43.1,62.6,Completed,3,4.7,1,1.2,2025-08-29,2025-09-01
60239,University Health Partners,M3,Empathic Communication Quick Course,Gamified Microlearning,56.0,80.7,Completed,6,4.6,4,1.6,2025-09-30,2025-10-06
60239,University Health Partners,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,61.5,69.4,Completed,11,3.7,2,5.2,2025-07-28,2025-08-08
60240,Riverside Teaching Hospital,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,44.5,52.5,Completed,25,3.3,1,5.7,2025-10-02,2025-10-27
60240,Riverside Teaching Hospital,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,37.4,44.3,Completed,21,2.8,1,6.6,2025-07-03,2025-07-24
60240,Riverside Teaching Hospital,M1,Trauma-Informed Care & Communication,Digital Workbook,56.7,55.5,Completed,10,3.4,2,5.7,2025-02-01,2025-02-11
60240,Riverside Teaching Hospital,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,47.4,58.8,Completed,2,4.6,1,1.0,2025-03-22,2025-03-24
60240,Riverside Teaching Hospital,M1,Empathic Communication Quick Course,Gamified Microlearning,58.9,74.0,Completed,2,4.4,2,1.6,2025-07-06,2025-07-08
60240,Riverside Teaching Hospital,M1,Motivational Interviewing Workshop,Blended,60.8,74.0,Completed,7,3.7,2,2.9,2025-08-17,2025-08-24
60240,Riverside Teaching Hospital,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,46.9,57.4,Completed,17,4.5,2,4.3,2025-05-17,2025-06-03
